BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201611,29,1629,201611,29,1629,111605,666157,LOUISIANA,22,2016,November,Hail,C,41,FRANKLIN,JAN,29-NOV-16 16:29:00,CST-6,29-NOV-16 16:29:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.00,,,,,,,,,,,1,N,LIDDIEVILLE,1,N,LIDDIEVILLE,32.14,-91.85,32.14,-91.85,"Two separate bouts of severe weather impacted a large portion of the ArkLaMiss region over a two day period in late November. The first event began on the afternoon of Monday, November 28th and ended around midnight on Tuesday, November 29th . A potent upper level low pressure system spinning over the Northern Plains caused a strong surface low pressure system to develop and rapidly race northeast from the Central Plains to the Great Lakes region. This resulted in a strong cold front racing east into and through the ArkLaMiss region. As it did so, it encountered a strongly wind-sheared and marginally unstable air mass over the area. This equated to a line of storms racing east across the ArkLaMiss, that downed numerous trees and powerlines across the area. Numerous trees were also reported down well ahead of the front due to widespread sustained gradient winds between 25-35 mph, gusting between 40-50 mph at times over the ArkLaMiss. After this cold front pushed through the region, it stalled near the central gulf coast Tuesday morning, aiding in setting the stage for the second bout of severe weather that would affect the region from Tuesday afternoon into the early morning hours of Wednesday, November 30th. ||Another piece of upper level energy associated with the low pressure system aloft over the Northern Plains, approached the Southeast United States Tuesday afternoon. As this happened, it caused the front stalled south of the area to begin lifting north through the area as a warm front. As warm moist unstable air overspread the region from the south, both wind shear and forcing over the region became adequate, such that supercell thunderstorms began developing and moving northeast through the area. Numerous storms became severe and produced damaging wind gusts and large hail, primarily ranging from quarter to golfball size.||As a cold front finally pushed east and through the ArkLaMiss early Wednesday morning, severe weather finally came to an end across the entire area around sunrise.",,CSV
201607,20,1200,201607,20,2000,109344,654722,WISCONSIN,55,2016,July,Excessive Heat,Z,6,BURNETT,DLH,20-JUL-16 12:00:00,CST-6,20-JUL-16 20:00:00,0,0,0,0,,,AWOS,,,,,,,,,,,,,,,,,,,,,,Very warm air in the 80s and 90s and dew point temperatures in the lower and middle 70s resulted in heat index readings of 95 to 105 degrees across much of northwest Wisconsin on July 20th. The highest readings were for areas closer to the Minnesota border.,"There were heat index readings of 95 to 105 degrees across Burnett County. The RAWS near Lind (in the southwest corner of the county) reached 105 degrees, a weather station in Grantsburg reached 101 degrees, and the Siren AWOS reached 96 degrees. There was also a reading of 105 degrees just across the county border in Pine County at the St. Croix RAWS.",CSV
201607,11,1630,201607,11,2130,109076,654364,MINNESOTA,27,2016,July,Flash Flood,C,1,AITKIN,DLH,11-JUL-16 16:30:00,CST-6,11-JUL-16 21:30:00,0,0,0,0,0.00K,0.00K,State Official,,,Heavy Rain,,,,,,,,,5,S,EAST LAKE,5,S,EAST LAKE,46.4779,-93.2837,46.4778,-93.2812,"Thunderstorms brought hail and damaging winds to isolated parts of central and east central Minnesota during the afternoon of July 11th, as well as a long period of heavy rains into the evening. A stationary front pumped very humid air into Minnesota later in the day, with precipitable water values reaching around 2 inches, and brought a long duration of moderate to heavy rains to the area. There were widespread rainfall totals (Multi-Radar/Multi-Sensor analysis) of 3 to 6 inches stretching from Pine and southern Carlton Counties to the southern half of Cass County.  There was a corridor of about 6 to 9 stretching from east central Pine County to near and just north of the Brainerd area.  There were rainfall reports around 9 near Cloverton (east central Pine County), Finlayson and Hinckley (west central Pine County), and near Brainerd.  The subsequent flooding caused closures and/or damage to some roads across the region.  The stretch of Interstate 35 from Hinckley to Sandstone was fully closed for about a couple hours late Monday evening into early Tuesday morning, around midnight.  There was a lot of street flooding in Moose Lake and Brainerd.",Ten to 12 of water covered County Road 4 near the bridge over the Rice River.,CSV
201607,11,1417,201607,11,1417,109076,653283,MINNESOTA,27,2016,July,Thunderstorm Wind,C,115,PINE,DLH,11-JUL-16 14:17:00,CST-6,11-JUL-16 14:17:00,0,0,0,0,,,State Official,52.00,EG,,,,,,,,,,0,E,SANDSTONE,0,E,SANDSTONE,46.13,-92.86,46.13,-92.86,"Thunderstorms brought hail and damaging winds to isolated parts of central and east central Minnesota during the afternoon of July 11th, as well as a long period of heavy rains into the evening. A stationary front pumped very humid air into Minnesota later in the day, with precipitable water values reaching around 2 inches, and brought a long duration of moderate to heavy rains to the area. There were widespread rainfall totals (Multi-Radar/Multi-Sensor analysis) of 3 to 6 inches stretching from Pine and southern Carlton Counties to the southern half of Cass County.  There was a corridor of about 6 to 9 stretching from east central Pine County to near and just north of the Brainerd area.  There were rainfall reports around 9 near Cloverton (east central Pine County), Finlayson and Hinckley (west central Pine County), and near Brainerd.  The subsequent flooding caused closures and/or damage to some roads across the region.  The stretch of Interstate 35 from Hinckley to Sandstone was fully closed for about a couple hours late Monday evening into early Tuesday morning, around midnight.  There was a lot of street flooding in Moose Lake and Brainerd.",Downed trees also brought down power lines.,CSV
201605,24,1744,201605,24,1744,104460,640387,COLORADO,8,2016,May,Tornado,C,121,WASHINGTON,BOU,24-MAY-16 17:44:00,MST-7,24-MAY-16 17:44:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EF0,0.01,50,,,,,0,N,AKRON,0,N,AKRON,40.16,-103.21,40.16,-103.21,"A long-lived supercell thunderstorm produced widespread wind and hail damage, and several tornadoes as it tracked east/northeast across eastern Colorado. The first tornado was reported in northeastern Adams County. Then two more brief tornado touchdowns occurred as the storm moved east to near Akron. No damage was reported from the first three tornadoes. A stronger EF-1 tornado (86-110 mph winds) developed as the storm tracked east to near Platner. Significant damage occurred to a pole shed, where the tornado lifted the entire shed and destroyed it.  Debris from this shed traveled around 1 mile to the southeast where the tornado lifted. Only minor structural damage occurred elsewhere on the farm northeast of Platner. Two families in a single-family home, totaling three adults and four children, were displaced by the damage. The Red Cross provided temporary lodging, food and clothing.  ||The supercell formed over south Denver and tracked east/northeast across northeast Adams, southern Morgan and northern Washington Counties; the storm continued to produce severe weather as into moved into Yuma County. The length of the path through Northeast Colorado was approximately 121 miles from southeast Denver to the Yuma County line. The storm produced hail up to 1.5 inches in diameter in southeast Denver. As it moved across northeast Adams County, several power poles were sheared off at the base by straight-line winds, southwest of Leader. Across Morgan County, hail up to 1.5 inches in diameter was observed. The damage path became more extensive as the storm tracked across northern Washington County. Wind driven hail up to 1.75 inches was reported with extensive damage from around Akron east to the Yuma County line. Extensive hail damage included broken windows to cars and homes. Several power poles were snapped near Otis. In all, up to 10 structures were damaged or destroyed from near Platner to the Yuma County line. While some of the damage was tornadic, most of the damage was caused by straight-line winds.  In addition, a severe thunderstorm produced large hail in Jefferson County.",A tornado touched down briefly but did no damage.,CSV
201607,11,2200,201607,12,400,109076,654533,MINNESOTA,27,2016,July,Flash Flood,C,115,PINE,DLH,11-JUL-16 22:00:00,CST-6,12-JUL-16 04:00:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,0,NNE,ASKOV,1,NNE,ASKOV,46.1866,-92.7762,46.1866,-92.7753,"Thunderstorms brought hail and damaging winds to isolated parts of central and east central Minnesota during the afternoon of July 11th, as well as a long period of heavy rains into the evening. A stationary front pumped very humid air into Minnesota later in the day, with precipitable water values reaching around 2 inches, and brought a long duration of moderate to heavy rains to the area. There were widespread rainfall totals (Multi-Radar/Multi-Sensor analysis) of 3 to 6 inches stretching from Pine and southern Carlton Counties to the southern half of Cass County.  There was a corridor of about 6 to 9 stretching from east central Pine County to near and just north of the Brainerd area.  There were rainfall reports around 9 near Cloverton (east central Pine County), Finlayson and Hinckley (west central Pine County), and near Brainerd.  The subsequent flooding caused closures and/or damage to some roads across the region.  The stretch of Interstate 35 from Hinckley to Sandstone was fully closed for about a couple hours late Monday evening into early Tuesday morning, around midnight.  There was a lot of street flooding in Moose Lake and Brainerd.","The Pine County Sheriff's Office reported Pioneer Lane was under water in Askov, MN.",CSV
201607,11,2200,201607,12,400,109076,654534,MINNESOTA,27,2016,July,Flash Flood,C,115,PINE,DLH,11-JUL-16 22:00:00,CST-6,12-JUL-16 04:00:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3,ENE,FINLAYSON,3,ENE,FINLAYSON,46.2237,-92.867,46.223,-92.8671,"Thunderstorms brought hail and damaging winds to isolated parts of central and east central Minnesota during the afternoon of July 11th, as well as a long period of heavy rains into the evening. A stationary front pumped very humid air into Minnesota later in the day, with precipitable water values reaching around 2 inches, and brought a long duration of moderate to heavy rains to the area. There were widespread rainfall totals (Multi-Radar/Multi-Sensor analysis) of 3 to 6 inches stretching from Pine and southern Carlton Counties to the southern half of Cass County.  There was a corridor of about 6 to 9 stretching from east central Pine County to near and just north of the Brainerd area.  There were rainfall reports around 9 near Cloverton (east central Pine County), Finlayson and Hinckley (west central Pine County), and near Brainerd.  The subsequent flooding caused closures and/or damage to some roads across the region.  The stretch of Interstate 35 from Hinckley to Sandstone was fully closed for about a couple hours late Monday evening into early Tuesday morning, around midnight.  There was a lot of street flooding in Moose Lake and Brainerd.",The Pine County Sheriff's Office reported water over the road near the intersection of Highway 61 and Eds Road.,CSV
201607,21,618,201607,21,624,108456,651605,LAKE SUPERIOR,92,2016,July,Marine Thunderstorm Wind,Z,246,POINT ISABELLE TO LOWER ENTRANCE OF PORTAGE CANAL MI,MQT,21-JUL-16 06:18:00,EST-5,21-JUL-16 06:24:00,0,0,0,0,0.00K,0.00K,Social Media,60.00,EG,,,,,,,,,,2,N,KEWEENAW LOWER ENTRANCE LIGHT,2,N,KEWEENAW LOWER ENTRANCE LIGHT,47,-88.43,47,-88.43,An upper disturbance approaching from the west interacted with a very warm and unstable air mass to produce strong to severe thunderstorms over Lake Superior on the morning of the 21st.,There was a public report of multiple trees down on either side of the Portage Canal near Jacobsville.,CSV
201607,21,630,201607,21,645,108456,651606,LAKE SUPERIOR,92,2016,July,Marine Thunderstorm Wind,Z,247,PORTAGE LAKE TO HURON IS MI TO LOWER ENTRANCE OF PORTAGE CANAL TO HURON IS INC KEWEENAW AND HURON BAYS,MQT,21-JUL-16 06:30:00,EST-5,21-JUL-16 06:45:00,0,0,0,0,0.00K,0.00K,Buoy,44.00,MG,,,,,,,,,,2,SE,KEWEENAW LOWER ENTRANCE LIGHT,2,SE,KEWEENAW LOWER ENTRANCE LIGHT,46.95,-88.41,46.95,-88.41,An upper disturbance approaching from the west interacted with a very warm and unstable air mass to produce strong to severe thunderstorms over Lake Superior on the morning of the 21st.,The peak thunderstorm wind gust at the Keweenaw Bay buoy 45025 was 51 mph.,CSV
201607,21,640,201607,21,645,108456,653054,LAKE SUPERIOR,92,2016,July,Marine Thunderstorm Wind,Z,247,PORTAGE LAKE TO HURON IS MI TO LOWER ENTRANCE OF PORTAGE CANAL TO HURON IS INC KEWEENAW AND HURON BAYS,MQT,21-JUL-16 06:40:00,EST-5,21-JUL-16 06:45:00,0,0,0,0,0.00K,0.00K,Buoy,41.00,MG,,,,,,,,,,2,SE,KEWEENAW LOWER ENTRANCE LIGHT,2,SE,KEWEENAW LOWER ENTRANCE LIGHT,46.95,-88.41,46.95,-88.41,An upper disturbance approaching from the west interacted with a very warm and unstable air mass to produce strong to severe thunderstorms over Lake Superior on the morning of the 21st.,The Keweenaw Bay buoy 45025 measured a peak thunderstorm wind gust of 47 mph.,CSV
201607,21,720,201607,21,730,108456,653065,LAKE SUPERIOR,92,2016,July,Marine Thunderstorm Wind,Z,248,HURON ISLANDS TO MARQUETTE MI,MQT,21-JUL-16 07:20:00,EST-5,21-JUL-16 07:30:00,0,0,0,0,0.00K,0.00K,Mesonet,42.00,EG,,,,,,,,,,0,N,GRANITE ISLAND LIGHT,0,N,GRANITE ISLAND LIGHT,46.72,-87.41,46.72,-87.41,An upper disturbance approaching from the west interacted with a very warm and unstable air mass to produce strong to severe thunderstorms over Lake Superior on the morning of the 21st.,The Granite Island Light GLOS station measured peak thunderstorm wind gusts between 41 and 48 mph during the period.,CSV
201607,21,720,201607,21,730,108456,653068,LAKE SUPERIOR,92,2016,July,Marine Thunderstorm Wind,Z,265,MANITOU ISLAND TO MARQUETTE MI BEYOND 5NM FROM SHORE,MQT,21-JUL-16 07:20:00,EST-5,21-JUL-16 07:30:00,0,0,0,0,0.00K,0.00K,Mesonet,42.00,MG,,,,,,,,,,12,N,MARQUETTE,12,N,MARQUETTE,46.72,-87.41,46.72,-87.41,An upper disturbance approaching from the west interacted with a very warm and unstable air mass to produce strong to severe thunderstorms over Lake Superior on the morning of the 21st.,The Granite Island Light GLOS station measured peak thunderstorm wind gusts between 41 and 48 mph during the period.,CSV
201607,21,720,201607,21,730,108456,653070,LAKE SUPERIOR,92,2016,July,Marine Thunderstorm Wind,Z,266,MANITOU ISLAND TO MARQUETTE MI AND W OF GRAND MARAIS MI TO US/CANADIAN BORDER BEYOND 5NM OF SHORE,MQT,21-JUL-16 07:20:00,EST-5,21-JUL-16 07:30:00,0,0,0,0,0.00K,0.00K,Mesonet,42.00,MG,,,,,,,,,,12,N,MARQUETTE,12,N,MARQUETTE,46.72,-87.41,46.72,-87.41,An upper disturbance approaching from the west interacted with a very warm and unstable air mass to produce strong to severe thunderstorms over Lake Superior on the morning of the 21st.,The Granite Island Light GLOS station measured peak thunderstorm wind gusts between 41 and 48 mph during the period.,CSV
201607,21,740,201607,21,745,108456,653074,LAKE SUPERIOR,92,2016,July,Marine Thunderstorm Wind,Z,249,MARQUETTE TO MUNISING MI,MQT,21-JUL-16 07:40:00,EST-5,21-JUL-16 07:45:00,0,0,0,0,0.00K,0.00K,Mesonet,38.00,MG,,,,,,,,,,3,WSW,SHOT POINT,3,WSW,SHOT POINT,46.4879,-87.2297,46.4879,-87.2297,An upper disturbance approaching from the west interacted with a very warm and unstable air mass to produce strong to severe thunderstorms over Lake Superior on the morning of the 21st.,There was a peak thunderstorm wind gust of 44 mph at the MDOT mesonet station six miles east of Harvey.,CSV
201607,21,830,201607,21,835,109023,653078,LAKE MICHIGAN,91,2016,July,Marine Thunderstorm Wind,Z,221,GREEN BAY N FROM CEDAR RIVER MI TO ROCK ISLAND PASSAGE,MQT,21-JUL-16 08:30:00,EST-5,21-JUL-16 08:35:00,0,0,0,0,0.00K,0.00K,Mesonet,35.00,MG,,,,,,,,,,3,WNW,POINT DETOUR,3,WNW,POINT DETOUR,45.62,-86.66,45.62,-86.66,An upper level disturbance interacting with a very warm and unstable air mass produced strong thunderstorm wind gusts at Fairport on the morning of 7/21.,The peak thunderstorm wind gust at the Fairport GLOS station was 40 mph.,CSV
201607,21,830,201607,21,835,109023,653080,LAKE MICHIGAN,91,2016,July,Marine Thunderstorm Wind,Z,250,5NM E OF FAIRPORT MI TO ROCK ISLAND PASSAGE,MQT,21-JUL-16 08:30:00,EST-5,21-JUL-16 08:35:00,0,0,0,0,0.00K,0.00K,Mesonet,35.00,MG,,,,,,,,,,3,WNW,POINT DETOUR,3,WNW,POINT DETOUR,45.62,-86.66,45.62,-86.66,An upper level disturbance interacting with a very warm and unstable air mass produced strong thunderstorm wind gusts at Fairport on the morning of 7/21.,The peak thunderstorm wind gust at the Fairport GLOS station was 40 mph.,CSV
201607,21,830,201607,21,835,109023,653082,LAKE MICHIGAN,91,2016,July,Marine Thunderstorm Wind,Z,248,SEUL CHOIX POINT TO POINT DETOUR MI,MQT,21-JUL-16 08:30:00,EST-5,21-JUL-16 08:35:00,0,0,0,0,0.00K,0.00K,Mesonet,35.00,MG,,,,,,,,,,3,WNW,POINT DETOUR,3,WNW,POINT DETOUR,45.62,-86.66,45.62,-86.66,An upper level disturbance interacting with a very warm and unstable air mass produced strong thunderstorm wind gusts at Fairport on the morning of 7/21.,The peak thunderstorm wind gust at the Fairport GLOS station was 40 mph.,CSV
201607,26,1835,201607,26,1840,109026,653092,LAKE SUPERIOR,92,2016,July,Marine Hail,Z,251,GRAND MARAIS TO WHITEFISH POINT MI,MQT,26-JUL-16 18:35:00,EST-5,26-JUL-16 18:40:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.00,,,,,,,,,,,2,SE,MUSKALLONGE LAKE STATE PARK,2,SE,MUSKALLONGE LAKE STATE PARK,46.66,-85.61,46.66,-85.61,A cold front moving slowly through an unstable air mass produced severe thunderstorms with large hail from Grand Marais to Deer Park on the evening of the 26th.,A spotter just south of Deer Park observed one-inch diameter hail with a thunderstorm.,CSV
201602,24,1745,201602,24,1745,103921,621649,VIRGINIA,51,2016,February,Thunderstorm Wind,C,59,FAIRFAX,LWX,24-FEB-16 17:45:00,EST-5,24-FEB-16 17:45:00,0,0,0,0,0.00K,0.00K,NWS Employee,52.00,EG,,,,,,,,,,1,SE,FLORIS,1,SE,FLORIS,38.91,-77.41,38.91,-77.41,"Strong low pressure moved from the deep south to the Great Lakes, dragging a cold front through the Mid-Atlantic. Strong veering winds as a warm front lifted north ahead of the cold front led to increased sheer across the area. This combined with marginal instability led to multiple rounds of thunderstorms, with embedded severe with strong winds and small hail.",Large tree was reported down.,CSV
201602,24,1745,201602,24,1745,103921,621650,VIRGINIA,51,2016,February,Thunderstorm Wind,C,59,FAIRFAX,LWX,24-FEB-16 17:45:00,EST-5,24-FEB-16 17:45:00,0,0,0,0,,,Public,52.00,EG,,,,,,,,,,1,W,LANGLEY,1,W,LANGLEY,38.95,-77.18,38.95,-77.18,"Strong low pressure moved from the deep south to the Great Lakes, dragging a cold front through the Mid-Atlantic. Strong veering winds as a warm front lifted north ahead of the cold front led to increased sheer across the area. This combined with marginal instability led to multiple rounds of thunderstorms, with embedded severe with strong winds and small hail.",Multiple trees were reported down on power lines.,CSV
201602,24,1839,201602,24,1839,103921,621652,VIRGINIA,51,2016,February,Thunderstorm Wind,C,99,KING GEORGE,LWX,24-FEB-16 18:39:00,EST-5,24-FEB-16 18:39:00,0,0,0,0,,,911 Call Center,52.00,EG,,,,,,,,,,1,W,OWENS,1,W,OWENS,38.33,-77.09,38.33,-77.09,"Strong low pressure moved from the deep south to the Great Lakes, dragging a cold front through the Mid-Atlantic. Strong veering winds as a warm front lifted north ahead of the cold front led to increased sheer across the area. This combined with marginal instability led to multiple rounds of thunderstorms, with embedded severe with strong winds and small hail.",Multiple trees were reported down near James Madison Parkway and Hillcrest Dr.,CSV
201609,30,1151,201609,30,1655,117992,709299,MARYLAND,24,2016,September,Coastal Flood,Z,17,ST. MARY'S,LWX,30-SEP-16 11:51:00,EST-5,30-SEP-16 16:55:00,0,0,0,0,,,River/Stream Gage,,,,,,,,,,,,,,,,,,,,,,A strong onshore flow led to moderate flooding near Straits Point in St Marys County.,"According to gauge levels, water covered roads on St. Georges Island, was in yards, and approached structures. To the east, inundation occurred at multiple marinas off St. Mary's River, Smith Creek, and Jutland Creek.",CSV
